gene_names,CRISPRa_phenotype
TFAP2E,-0.004361877
TFAP4,-0.043510657
TFB1M,-0.033183679
TFB2M,0.006911315
TFCP2,-0.029561349
TFCP2L1,-0.000961218
TFDP1,-0.045993097
TFDP2,0.048275372
TFDP3,0.025979541
TFE3,-0.007526911
TFEB,0.043674178
TFEC,0.037443463
TFF1,-0.086674055
TFF2,0.060294957
TFF3,0.011649947
TFG,0.072803684
TFIP11,0.019007625
TFPI,-0.02757619
TFPI2,0.068130746
TFPT,0.052285976
TFR2,0.092932851
TFRC,0.043654218
TG,0.014011983
TGDS,0.077487819
TGFA,-0.086864904
TGFB1,0.059785263
TGFB1I1,-0.048728235
TGFB2,-0.025632636
TGFB3,0.039350674
TGFBI,0.013740002
TGFBR1,0.028456581
TGFBR2,0.509722019
TGFBR3L,0.027551866
TGFBRAP1,-0.011859322
TGIF1,-0.091180462
TGIF2,-0.118298022
TGIF2-C20orf24,-0.081903414
TGIF2LX,-0.019262883
TGIF2LY,-0.024663699
TGM1,-0.069229235
TGM2,0.047693159
TGM3,-0.032865501
TGOLN2,-0.06607019
TGS1,-0.024793767
TH,0.103875568
THADA,-0.05882187
THAP1,-0.053275638
THAP10,0.057070409
THAP11,-0.051548143
THAP2,0.019799985
THAP3,0.070650744
THAP4,0.021111016
THAP5,0.060088082
THAP6,0.016672633
THAP7,-0.002888829
THAP8,0.018137738
THAP9,-0.033019221
THBD,0.053413988
THBS1,0.113548385
THBS2,0.05805408
THBS3,-0.02420572
THBS4,-0.055605248
THEM4,0.211507499
THEM5,0.060801851
THEM6,0.018375078
THEMIS2,-0.007560516
THG1L,-0.014385314
THNSL1,0.012135584
THNSL2,0.010721862
THOC1,-0.020312793
THOC2,0.006055368
THOC3,0.017703012
THOC5,-0.001279835
THOC6,-0.038316925
THOC7,-0.024532866
THOP1,0.017149854
THPO,-0.008042798
THRA,0.117405592
THRAP3,0.104927342
THRB,0.041535281
THRSP,-0.006167223
THTPA,0.001188125
THUMPD1,0.068762324
THUMPD3,-0.027449055
THY1,-0.042472911
THYN1,-0.030074811
TIA1,-0.015520355
TIAF1,-0.035502107
TIAL1,0.014445589
TIAM1,-0.022784651
TIAM2,0.027206
TICAM1,0.010695509
TICAM2,-0.021840239
TICRR,0.012166967
TIE1,0.025140043
TIFA,-0.082594274
TIGD1,-0.121860787
TIGD2,0.013053986
TIGD3,-0.035943824
TIGD4,0.333553779
TIGD5,-0.057900008
TIGD6,-0.022228094
TIGD7,0.028649054
TIMELESS,0.017133424
TIMM10,-0.0178024
TIMM10B,0.034968138
TIMM13,-0.055427071
TIMM17A,0.033319993
TIMM17B,-0.033841134
TIMM21,-0.036382858
TIMM22,0.019950903
TIMM23,0.012844524
TIMM23B,-0.010661119
TIMM44,-0.02378369
TIMM50,0.039417724
TIMM8A,0.039133739
TIMM8B,0.030303399
TIMM9,0.044342492
TIMMDC1,0.075459196
TIMP1,-0.018675646
TIMP2,0.018938814
TIMP3,0.02625278
TIMP4,-0.062405725
TINAG,0.018258648
TINAGL1,-0.023286919
TINF2,0.002156192
TIPARP,0.042170855
TIPIN,-0.023436484
TIPRL,0.013130158
TIRAP,0.026031778
TJAP1,0.00998281
TJP1,0.01994259
TJP2,0.007785527
TJP3,-0.020206571
TK1,-0.015341897
TK2,0.078719718
TKT,0.127917313
TKTL1,0.010653253
TKTL2,-0.026363711
TLCD1,0.061038623
TLCD2,-0.096211059
TLDC1,0.109705465
TLDC2,-0.031524313
TLE1,0.003473574
TLE2,-0.037802068
TLE3,-0.124164702
TLE4,-0.090752595
TLE6,-0.01069837
TLK1,-0.013922035
TLK2,-0.055663652
TLL1,0.009175369
TLL2,0.034890286
TLN1,0.019816061
TLN2,0.003284466
TLR1,0.060116944
TLR2,0.064325907
TLR3,0.00814468
TLR4,0.011245235
TLR6,0.052699823
TLR7,0.044002217
TLR8,0.01683224
TLR9,0.003160655
TLX1,-0.011167452
TLX2,0.105961542
TLX3,0.032317049
TM2D1,-0.03227638
TM2D2,-0.007689889
TM2D3,0.026820577
TM4SF1,-0.037446878
TM6SF1,0.029349878
TM6SF2,0.054133576
TM7SF2,0.015497425
TM7SF3,-0.031500708
TM9SF1,-0.061688464
TM9SF2,0.142215959
TM9SF3,-0.053391521
TM9SF4,0.009091676
TMA16,-0.073983216
TMA7,-0.010565549
TMBIM1,0.147325278
TMBIM4,-0.057615617
TMBIM6,-0.010792628
TMC4,0.002853951
TMC5,0.143760102
TMC6,0.038258079
TMC7,-0.037611256
TMC8,0.014526079
TMCC1,-0.00361978
TMCC2,-0.099952179
TMCC3,0.018272946
TMCO1,0.028640966
TMCO3,0.030811444
TMCO4,0.043313199
TMCO6,0.045572345
TMED1,-0.08989734
TMED10,0.011806677
TMED2,0.052457781
TMED3,0.078606946
TMED4,-0.018439138
TMED5,-0.071213239
TMED6,-0.004310918
TMED7,0.032650383
TMED7-TICAM2,-0.067282134
TMED8,0.070039165
TMED9,0.014559638
TMEFF1,-0.028813207
TMEFF2,-0.027115868
TMEM101,0.145289237
TMEM102,-0.003617232
TMEM104,0.062186909
TMEM106A,0.038771816
TMEM106B,0.016324842
TMEM106C,-0.063034218
TMEM107,0.008121825
TMEM109,-0.024309871
TMEM11,0.112308294
TMEM110,-0.011316314
TMEM110-MUSTN1,-0.045362043
TMEM115,-0.035678065
TMEM116,-0.017061625
TMEM117,-0.001491197
TMEM120A,-0.049722291
TMEM120B,0.058099238
TMEM121,0.075795432
TMEM123,-0.070841917
TMEM126A,0.018175323
TMEM126B,0.045074059
TMEM127,0.017559168
TMEM128,-0.000868502
TMEM129,-0.062891041
TMEM131,0.079688954
TMEM132A,0.043660001
TMEM134,0.071256836
TMEM135,0.043437019
TMEM136,-0.004293338
TMEM138,0.070896911
TMEM141,0.113296064
TMEM143,-0.062539637
TMEM144,0.066079667
TMEM145,0.112812821
TMEM147,-0.002966402
TMEM14A,-0.010052233
TMEM14B,0.007253895
TMEM14C,-0.003491313
TMEM150A,0.004223935
TMEM151B,0.064214066
TMEM154,0.003980302
TMEM155,-0.034342467
TMEM156,0.058792839
TMEM158,-0.06194216
TMEM159,0.026180762
TMEM160,-0.009903954
TMEM161A,0.020295677
TMEM161B,-0.030122398
TMEM163,0.048207275
TMEM164,0.035550162
TMEM165,0.206478885
TMEM167A,-0.042018755
TMEM167B,-0.005666675
TMEM168,-0.021166221
TMEM169,0.073735606
TMEM17,0.044834859
TMEM170A,0.017938128
TMEM170B,-0.070370475
TMEM173,0.017085797
TMEM175,-0.019572746
TMEM176A,-0.061265111
TMEM176B,0.080686147
TMEM177,0.029171243
TMEM178A,0.10054955
TMEM179B,-0.021722496
TMEM18,-0.000380654
TMEM180,-0.028156431
TMEM181,-0.062462103
TMEM182,0.037955015
TMEM183A,-0.019123087
TMEM183B,-0.010911008
TMEM184A,0.054996142
TMEM184B,-0.013502631
TMEM184C,0.021472561
TMEM185A,0.034359283
TMEM185B,-0.137042289
TMEM186,-0.015058248
TMEM187,-0.052938645
TMEM189,0.007725634
TMEM189-UBE2V1,0.00025281
TMEM19,0.018235015
TMEM190,0.038751472
TMEM191C,0.053633699
TMEM192,-0.008808506
TMEM194A,-0.016024276
TMEM194B,0.044806839
TMEM198,-0.134640696
TMEM199,-0.024449442
TMEM2,0.027133623
TMEM200B,0.038172085
TMEM201,0.0314288
TMEM203,-0.015541989
TMEM204,0.089510206
TMEM205,0.04378341
TMEM206,0.038597047
TMEM208,-0.081546918
TMEM209,0.003848548
TMEM214,0.047826229
TMEM216,-0.046105344
TMEM217,-0.07001134
TMEM218,-0.025532864
TMEM219,0.02461554
TMEM220,-0.038667452
TMEM223,-0.012874195
TMEM230,-0.100748664
TMEM231,0.074549853
TMEM234,0.01148787
TMEM235,0.000311914
TMEM237,-0.050740507
TMEM238,0.021713788
TMEM241,0.012879297
TMEM242,-0.097895664
TMEM243,0.097530737
TMEM245,0.066341769
TMEM248,0.076993062
TMEM25,0.029146252
TMEM251,-0.131841623
TMEM253,0.070899055
TMEM254,0.053630465
TMEM256,0.02450641
TMEM258,-0.012636252
TMEM259,0.056356726
TMEM260,-0.015617451
TMEM261,-0.023504139
TMEM27,0.053062158
TMEM30A,0.004804882
TMEM33,0.063230152
TMEM38A,0.119293559
TMEM38B,-0.049841842
TMEM39A,0.071369433
TMEM39B,0.048575814
TMEM41A,-0.00977219
TMEM41B,0.005027419
TMEM42,-0.023792393
TMEM43,-0.014625748
TMEM44,0.046122347
TMEM45A,-0.059280751
TMEM5,-0.016391607
TMEM50A,-0.003157714
TMEM50B,0.052791257
TMEM51,0.05956551
TMEM52,0.044599488
TMEM53,0.061707337
TMEM54,0.027395068
TMEM55A,0.01612557
TMEM55B,-0.081001828
TMEM56,0.026016127
TMEM56-RWDD3,-0.060146494
TMEM57,0.054258431
TMEM59,0.035113004
TMEM60,0.021311957
TMEM62,0.017033606
TMEM63A,0.005995445
TMEM63B,-0.031433871
TMEM63C,0.012469431
TMEM64,-0.0685647
TMEM65,-0.078176233
TMEM66,0.041478976
TMEM67,0.005445599
TMEM68,0.121939524
TMEM69,-0.00638858
TMEM70,0.004450802
TMEM74,0.044970623
TMEM74B,-0.026793569
TMEM80,-0.070754136
TMEM81,-0.053433542
TMEM86A,0.089938187
TMEM86B,0.007735268
TMEM87A,0.015772562
TMEM87B,0.021094978
TMEM88,-0.030281482
TMEM8A,0.083427951
TMEM8B,0.020787942
TMEM9,0.016036052
TMEM91,0.077107663
TMEM92,0.075944327
TMEM97,0.084817385
TMEM98,-0.089956491
TMEM99,0.060685222
TMEM9B,0.039928115
TMF1,0.006038132
TMIGD2,0.022409243
TMLHE,0.016324343
TMOD1,0.106001866
TMOD2,0.016843753
TMOD3,0.028505763
TMOD4,0.019884502
TMPO,0.050685036
TMPPE,-0.106743702
TMPRSS11A,0.120260192
TMPRSS11B,0.007287276
TMPRSS11D,-0.028113303
TMPRSS11E,-0.005498984
TMPRSS11F,-0.05177654
TMPRSS12,0.071641389
TMPRSS13,-0.029057278
TMPRSS15,-0.028212377
TMPRSS2,-0.001758375
TMPRSS3,-0.00126014
TMPRSS4,-0.020031144
TMPRSS5,-0.034751657
TMPRSS6,0.028653507
TMPRSS7,0.025891767
TMPRSS9,-0.01017496
TMSB10,0.010982896
TMSB15A,-0.055026607
TMSB15B,-0.086882988
TMSB4X,-0.043503278
TMSB4Y,0.02584698
TMTC1,-0.023418267
TMTC2,-0.008093855
TMTC3,-0.017284497
TMTC4,0.107460829
TMUB1,0.034382727
TMUB2,0.098706954
TMX1,0.008475459
TMX2,0.058621412
TMX3,-0.034248387
TMX4,-0.123320387
TNC,-0.006164361
TNF,-0.011382429
TNFAIP1,0.017358996
TNFAIP2,0.093509224
TNFAIP3,-0.014318122
TNFAIP6,0.033621645
TNFAIP8,-0.022885552
TNFAIP8L1,-0.110109968
TNFAIP8L2,-0.032865217
TNFAIP8L2-SCNM1,-0.028508348
TNFAIP8L3,0.002670141
TNFRSF10A,0.115594112
TNFRSF10B,0.062595652
TNFRSF10C,0.008277978
TNFRSF10D,0.008723308
TNFRSF11A,0.009168238
TNFRSF11B,0.026678624
TNFRSF12A,0.032237568
TNFRSF13C,-4.34E-05
TNFRSF14,0.058670279
TNFRSF17,0.010355177
TNFRSF18,0.062180569
TNFRSF19,-0.031522533
TNFRSF1A,0.005915981
TNFRSF1B,0.065499508
TNFRSF21,-0.005616742
TNFRSF25,0.047724801
TNFRSF4,-0.011992116
TNFRSF6B,-0.036217007
TNFRSF8,-0.02737959
TNFRSF9,0.005927227
TNFSF10,0.003753316
TNFSF11,0.020383839
TNFSF12,0.048528332
TNFSF12-TNFSF13,0.019296098
TNFSF13,-0.033031774
TNFSF13B,0.033086231
TNFSF14,0.054313685
TNFSF15,0.042186023
TNFSF18,0.011599966
TNFSF4,0.024108437
TNFSF8,0.010004182
TNFSF9,0.00562015
TNIK,0.087957119
TNIP1,-0.013868586
TNIP2,-0.001122105
TNK1,0.023564417
TNK2,-0.028120208
TNKS,-0.011189427
TNKS1BP1,0.053754114
TNKS2,0.024349509
TNN,-0.113269789
TNNC1,0.059102548
TNNC2,0.059048668
TNNI1,0.060421869
TNNI2,0.161746944
TNNI3,0.009291952
TNNI3K,0.029366044
TNNT1,0.100362569
TNNT2,-0.016939973
TNNT3,-0.02262128
TNP1,-0.013629299
TNP2,-0.013806438
TNPO1,-0.09138349
TNPO2,-0.109834728
TNPO3,-0.038931449
TNR,0.024377556
TNRC18,-0.153263856
TNRC6A,-0.016684093
TNRC6B,-0.025926056
TNRC6C,0.060370533
TNS1,-0.010661315
TNS4,0.023668758
TNXB,0.010274442
TOB1,-0.056474667
TOB2,-0.068770934
TOE1,0.062416792
TOLLIP,0.002169842
TOM1,0.030464939
TOM1L1,0.030372025
TOM1L2,-0.062395042
TOMM20,-0.014208472
TOMM20L,-0.01193294
TOMM22,0.051827459
TOMM34,-0.017815725
TOMM40,0.080494475
TOMM40L,0.066119298
TOMM5,-0.098537131
TOMM6,0.035711885
TOMM7,0.01288992
TOMM70A,0.044507724
TONSL,-0.015817616
TOP1,-0.031529549
TOP1MT,-0.039044894
TOP2A,0.044451238
TOP2B,0.039581839
TOP3A,-0.016631988
TOP3B,-0.01886953
TOPBP1,-0.075999619
TOPORS,-0.021796628
TOR1A,0.01572615
TOR1AIP1,0.015641665
TOR1AIP2,-0.083602044
TOR1B,0.177375979
TOR2A,-0.012337214
TOR3A,0.008296738
TOR4A,-0.00919048
TOX,-0.00626351
TOX2,-0.070205282
TOX3,0.023079
TOX4,-0.137552227
TP53,0.015148866
TP53AIP1,0.030578913
TP53BP1,0.110666962
TP53BP2,-0.009738481
TP53I11,-0.036753379
TP53I13,0.077327096
TP53I3,-0.007070089
TP53INP1,0.035729726
TP53INP2,0.084903807
TP53RK,0.029923957
TP63,0.006539436
TP73,0.049032095
TPBG,-0.02126475
TPBGL,0.027252458
TPCN1,0.075408453
TPCN2,0.067034782
TPD52,0.041757745
TPD52L1,0.003340489
TPD52L2,0.047523932
TPD52L3,-0.00232001
TPGS1,0.0119654
TPGS2,0.067413333
TPH1,-0.004459073
TPH2,0.028881074
TPI1,0.05573538
TPK1,0.012018186
TPM1,-0.053519293
TPM2,0.089086917
TPM3,-0.022467159
TPM4,0.044991628
TPMT,0.032244317
TPO,0.015552012
TPP1,0.020627618
TPP2,-0.045662979
TPPP,0.014700209
TPPP2,-0.01375272
TPR,-0.044021171
TPRA1,-0.022721002
TPRG1L,0.033927921
TPRKB,0.00686251
TPRN,0.034909503
TPRX1,0.007213645
TPSAB1,0.083094802
TPSB2,-0.011747974
TPSG1,-0.106321974
TPST1,0.086049172
TPST2,0.240986913
TPT1,-0.04607849
TPTE,0.1088876
TPTE2,0.035133759
TPX2,0.105364331
TRA2A,-0.044549787
TRA2B,0.003579398
TRABD,-0.032596573
TRADD,0.076441086
TRAF1,-0.050338964
TRAF2,-0.017050778
TRAF3,0.008703493
TRAF3IP1,-0.050966989
TRAF3IP3,-0.013541691
TRAF4,0.04477055
TRAF5,-0.069350529
TRAF6,0.095440066
TRAF7,-0.011296618
TRAFD1,0.121270361
TRAIP,-0.029435512
TRAK1,0.014229356
TRAK2,-0.016958525
TRAM1,-0.060850197
TRAM1L1,0.014471651
TRAM2,0.015197695
TRANK1,-0.004217557
TRAP1,-0.043618833
TRAPPC1,0.018212417
TRAPPC10,-0.02175318
TRAPPC11,0.054397062
TRAPPC12,-0.013017121
TRAPPC13,0.052487326
TRAPPC2,-0.112783202
TRAPPC2L,0.057612361
TRAPPC3,0.074066566
TRAPPC4,-0.033557762
TRAPPC5,0.093685885
TRAPPC6A,0.003190235
TRAPPC6B,-0.020843567
TRAPPC8,-0.061553473
TRAPPC9,-0.073627306
TRDMT1,0.014901352
TRDN,-0.049787506
TREH,0.05194846
TREM1,0.058839261
TREML2,-0.020420348
TRERF1,-0.024851193
TREX1,0.052616093
TREX2,-0.005566455
TRH,-0.03480848
TRHDE,0.021996858
TRIAP1,0.096701742
TRIB1,0.062308046
TRIB2,-0.001873632
TRIB3,0.038521868
TRIM10,-0.05984666
TRIM11,-0.010726591
TRIM13,-0.068101624
TRIM14,0.057323866
TRIM15,0.109090621
TRIM16,0.057143163
TRIM16L,0.027411685
TRIM17,0.093382135
TRIM2,-0.053737691
TRIM21,0.024130746
TRIM22,-0.020068621
TRIM23,-0.011906462
TRIM24,0.048381727
TRIM25,-0.075516286
TRIM26,0.123335894
TRIM27,0.026405869
TRIM28,-0.019333311
TRIM29,0.028047915
TRIM3,-0.010125449
TRIM31,-0.022423746
TRIM32,0.000702854
TRIM33,0.00732385
TRIM34,0.053425428
TRIM35,-0.044206131
TRIM36,0.02333614
TRIM37,0.033908235
TRIM38,-0.017621263
TRIM39,-0.054128232
TRIM39-RPP21,-0.040034076
TRIM4,0.024694789
TRIM40,0.113372286
TRIM41,0.042796619
TRIM42,0.062720119
TRIM43,-0.006301371
TRIM43B,-0.006301371
TRIM44,0.017549001
TRIM45,0.107216008
TRIM46,-0.047269274
TRIM47,0.089745503
TRIM48,-0.097597252
TRIM49,0.029488679
TRIM49B,0.054860992
TRIM5,0.056830721
TRIM50,-0.023438524
TRIM51,0.097545809
TRIM52,0.015566239
TRIM54,0.10545368
TRIM55,0.008323025
TRIM56,0.034662381
TRIM58,-0.026250694
TRIM59,0.138083721
TRIM6,0.101665239
TRIM6-TRIM34,0.084920687
TRIM60,0.056562487
TRIM61,0.131336459
TRIM62,-0.093003158
TRIM63,0.022245261
TRIM64,-0.011902846
TRIM64B,0.012992479
TRIM64C,0.008683462
TRIM65,-0.053667688
TRIM66,0.093718198
TRIM67,-0.088770045
TRIM68,-0.030245045
TRIM69,-0.074770042
TRIM7,-0.094423315
TRIM71,-0.037167795
TRIM72,0.086974152
TRIM73,-0.061658377
TRIM74,0.031921796
TRIM77,0.020084592
TRIM8,0.014238631
TRIM9,-0.003263073
TRIML1,0.028788133
TRIO,-0.023545371
TRIOBP,0.034894214
TRIP10,0.020763218
TRIP11,-0.065329694
TRIP12,0.028406403
TRIP13,0.028077476
TRIP4,-0.012526129
TRIP6,0.021603903
TRIQK,-0.014773898
TRIT1,0.091433744
TRMT1,-0.053957351
TRMT10A,0.066034253
TRMT10B,0.019359736
TRMT10C,0.018698734
TRMT11,-0.011175493
TRMT112,0.030938651
TRMT12,-0.034599389
TRMT13,-0.016231814
TRMT1L,0.027036174
TRMT2A,0.005318577
TRMT2B,-0.072393192
TRMT44,-0.036346811
TRMT5,0.046591521
TRMT6,0.07807172
TRMT61A,-0.020520392
TRMT61B,-0.066927938
TRMU,-0.000861602
TRNAU1AP,0.022122337
TRNP1,-0.072264507
TRNT1,0.03818612
TROAP,-0.022582352
TROVE2,-0.034038292
TRPA1,-0.055804256
TRPC1,-0.017345781
TRPC3,0.047775269
TRPC4,-0.064475269
TRPC4AP,-0.059423153
TRPC5,0.011181346
TRPM3,0.033117632
TRPM4,0.00042542
TRPM5,-0.030703402
TRPM6,0.044412466
TRPM7,-0.075761673
TRPM8,0.015519784
TRPS1,-0.020985497
TRPT1,0.026994578
TRPV1,0.074251828
TRPV2,-0.014643977
TRPV3,-0.011467808
TRPV4,-0.021965375
TRPV6,0.045430214
TRRAP,0.024922514
TRUB1,-0.012568046
TRUB2,0.02445962
TSACC,-0.082471103
TSC1,0.028231055
TSC2,0.104128193
TSC22D1,-0.226048438
TSC22D2,0.085754984
TSC22D3,-0.123148564
TSC22D4,-0.045268931
TSEN2,0.026793298
TSEN34,-0.041222866
TSEN54,0.022461537
TSFM,-0.005278386
TSG101,0.00322969
TSGA10,0.043062414
TSGA10IP,0.017753343
TSGA13,0.019412944
TSHB,0.009381812
TSHR,0.108368556
TSHZ1,0.028757274
TSHZ2,-0.048381692
TSHZ3,-0.043460393
TSKS,0.038375078
TSKU,0.082060189
TSLP,0.007207553
TSN,-0.009491499
TSNARE1,0.020735461
TSNAX,0.010973229
TSNAXIP1,-0.042192092
TSPAN10,-0.028787874
TSPAN12,0.070804126
TSPAN13,0.069413156
TSPAN14,0.063017684
TSPAN15,0.032890167
TSPAN17,0.012149687
TSPAN18,-0.010576148
TSPAN3,-0.061628567
TSPAN31,-0.068692622
TSPAN32,0.009734262
TSPAN4,0.015942401
TSPAN5,0.006319911
TSPAN6,-0.067202041
TSPAN7,-0.021614833
TSPAN8,0.031086682
TSPAN9,0.069600322
TSPEAR,0.04953825
TSPO,-0.109981379
TSPYL1,0.034818081
TSPYL2,0.148583207
TSPYL4,0.045349532
TSPYL5,-0.009008385
TSR1,0.039230139
TSR2,0.048368599
TSR3,-0.013644329
TSSC1,-0.037887189
TSSC4,-0.179787971
TSSK1B,0.078723461
TSSK2,0.011713215
TSSK3,0.178259268
TSSK4,0.047421268
TSSK6,0.021730522
TST,0.06670133
TSTA3,-0.040070033
TSTD1,0.027909527
TSTD2,0.019122293
TSTD3,0.002493075
TTBK1,0.108518033
TTBK2,0.008361273
TTC1,-0.004795102
TTC12,0.071763659
TTC13,-0.005833209
TTC14,-0.002047464
TTC16,-0.047230086
TTC17,-0.013281783
TTC18,-0.010822077
TTC19,0.041519122
TTC21A,0.022496857
TTC21B,-0.044327791
TTC23,-0.075940711
TTC23L,0.015920348
TTC24,0.004671797
TTC25,0.02843852
TTC26,-0.07107844
TTC27,-0.012067425
TTC28,0.01500672
TTC3,-0.015929303
TTC30A,-0.010531011
TTC30B,-0.070043603
TTC31,-0.013233491
TTC32,-0.026808781
TTC33,0.00164264
TTC36,0.030417917
TTC37,0.014435294
TTC38,0.071881436
TTC39A,-0.049650474
TTC39B,0.028873806
TTC4,0.021040079
TTC5,-0.030290469
TTC6,0.035466983
TTC7A,-0.015760395
TTC7B,-0.011914226
TTC8,0.019367846
TTC9,0.054527717
TTC9B,-0.012881136
TTC9C,0.015241006
TTF1,-0.035258218
TTF2,-0.008528304
TTI1,-0.095374087
TTI2,0.014761486
TTK,0.136517969
TTL,0.000587208
TTLL1,0.077559671
TTLL10,-0.028612551
TTLL11,0.065313951
TTLL12,0.065434471
TTLL13,-0.002504009
TTLL2,0.072414701
TTLL3,-0.062064417
TTLL4,0.01549568
TTLL5,0.002257632
TTLL7,-0.003818812
TTN,0.020671581
TTPA,-0.020903294
TTPAL,0.000310656
TTR,0.002004013
TTYH2,-0.011919531
TTYH3,0.019885993
TUB,0.018710457
TUBA1A,-0.058276018
TUBA1B,0.024803902
TUBA1C,-0.028899826
TUBA3C,0.042924158
TUBA3D,-0.026754534
TUBA3E,-0.013976763
TUBA4A,-0.063041565
TUBA8,-0.011167151
TUBAL3,-0.014222329
TUBB,0.037320318
TUBB1,-0.064239755
TUBB2A,-0.031644676
TUBB2B,0.037823175
TUBB3,-0.045426483
TUBB4A,0.02784158
TUBB4B,0.010826326
TUBB6,0.012527613
TUBB8,0.118586136
TUBD1,0.030810109
TUBE1,-0.012048016
TUBG1,-0.045975345
TUBG2,-0.070080837
TUBGCP2,0.035302357
TUBGCP3,-0.015777547
TUBGCP4,0.077431064
TUBGCP5,0.033515617
TUBGCP6,0.004594529
TUFM,0.064161209
TUFT1,0.090944371
TULP1,0.046758602
TULP2,-0.036297374
TULP3,-0.009758843
TULP4,0.013699228
TUSC2,-0.041663307
TUSC3,0.044076578
TUT1,0.026244238
TVP23A,0.014213237
TVP23B,0.053637757
TVP23C,-0.009140404
TVP23C-CDRT4,-0.031342839
TWF1,0.045520238
TWF2,0.025253691
TWIST1,-0.018334017
TWISTNB,0.020804297
TWSG1,0.017209645
TXK,0.030988399
TXLNA,-0.009367711
TXLNG,0.031916008
TXN,-0.034662993
TXN2,-0.015199043
TXNDC11,-0.080495639
TXNDC12,0.019046966
TXNDC15,-0.041279746
TXNDC16,0.061586707
TXNDC17,-0.004451629
TXNDC2,0.015242593
TXNDC5,0.062777428
TXNDC9,-0.064102527
TXNIP,0.041313278
TXNL1,0.075528016
TXNL4A,-0.045805576
TXNL4B,-0.013304202
TXNRD1,-0.011732422
TXNRD2,0.026762986
TXNRD3,0.042002635
TXNRD3NB,0.08109769
TYK2,0.079390667
TYMP,-0.014008401
TYMS,-0.087048468
TYR,-0.072093897
TYRO3,0.045682342
TYROBP,0.001685978
TYRP1,0.0459701
TYSND1,-0.020588979
TYW1,0.013784282
TYW1B,-0.008752753
TYW5,-0.025677962
U2AF1,0.056172434
U2AF1L4,-0.048788027
U2AF2,0.016019985
U2SURP,0.021924281
UACA,0.177770035
UAP1,0.0982519
UAP1L1,0.023783082
UBA1,0.114745071
UBA2,0.050605721
UBA3,0.054694531
UBA5,-0.022253839
UBA52,0.033817876
UBA6,-0.055407775
UBA7,-0.00993599
UBAC1,-0.041932738
UBAC2,0.060138415
UBALD1,0.032335279
UBALD2,0.083872775
UBAP1,0.053756002
UBAP1L,-0.100168267
UBAP2,-0.068988814
UBAP2L,-0.016244809
UBASH3A,0.112848279
UBASH3B,0.142019188
UBB,0.028929077
UBC,-0.002632806
UBD,0.05564695
UBE2A,-0.027960571
UBE2B,0.040672102
UBE2C,0.028366241
UBE2D1,0.003207208
UBE2D2,0.08691788
UBE2D3,0.104414332
UBE2D4,-0.03571967
UBE2E1,0.0632045
UBE2E2,0.030451131
UBE2E3,-0.137420254
UBE2F,-0.015828572
UBE2G1,0.199860976
UBE2G2,-0.024259743
UBE2H,0.023332516
UBE2I,0.052046996
UBE2J1,0.028610052
UBE2J2,0.015803127
UBE2K,-0.113781168
UBE2L3,-0.087229399
UBE2L6,0.00030685
UBE2M,0.032132002
UBE2N,0.022225114
UBE2NL,-0.019793808
UBE2O,0.006771996
UBE2Q1,-0.118622692
UBE2Q2,0.049390376
UBE2QL1,0.038335525
UBE2R2,-0.093769184
UBE2S,0.035152645
UBE2T,-0.001217494
UBE2U,0.038770124
UBE2V1,-0.074298537
UBE2V2,-0.01358702
UBE2W,-0.017891673
UBE2Z,-0.041371676
UBE3A,0.132234649
UBE3B,-0.085230548
UBE3C,0.058267796
UBE3D,-0.043070974
UBE4A,0.180378234
UBE4B,0.064835222
UBFD1,0.06492376
UBIAD1,-0.050063465
UBL3,-0.012059533
UBL4A,0.013315974
UBL4B,0.045020562
UBL5,-0.056623135
UBL7,0.014140633
UBLCP1,0.037176866
UBN1,0.025649403
UBN2,-0.005334781
UBOX5,-0.059786263
UBP1,0.056476669
UBQLN1,-0.055088088
UBQLN2,0.026577705
UBQLN3,-0.008928631
UBQLN4,0.080764486
UBQLNL,0.067259209
UBR1,0.021265664
UBR2,0.078567992
UBR3,0.055696272
UBR4,-0.053416982
UBR5,0.002894063
UBR7,-0.019988022
UBTD1,0.019133147
UBTD2,-0.006796617
UBTF,0.374546742
UBTFL1,0.075805963
UBXN1,0.045997975
UBXN10,-0.024613521
UBXN11,0.07188913
UBXN2A,0.053421564
UBXN2B,0.021931035
UBXN4,0.044503637
UBXN6,-0.029250654
UBXN7,0.067410228
UBXN8,-0.212630352
UCHL1,0.01905873
UCHL3,-0.05431657
UCHL5,-0.046230226
UCK1,0.040194947
UCK2,-0.080790045
UCKL1,0.041948656
UCN,-0.03971756
UCN2,0.058196006
UCP1,0.039260003
UCP2,0.057085617
UCP3,0.042756905
UEVLD,0.04325846
UFC1,-0.008495488
UFD1L,0.035134045
UFL1,0.012393314
UFM1,-0.017451609
UFSP1,-0.034757814
UFSP2,0.032797107
UGCG,-0.107098405
UGDH,0.03746792
UGGT1,-0.020927699
UGGT2,0.034557637
UGP2,-0.129376154
UGT1A1,0.07111258
UGT1A10,-0.075303954
UGT1A3,0.018065381
UGT1A4,0.038226356
UGT1A5,-0.002001824
UGT1A6,0.029283909
UGT1A7,0.01425742
UGT1A8,0.018986334
UGT1A9,0.017195408
UGT2A1,0.01938294
UGT2A2,-0.002758484
UGT2A3,-0.00432077
UGT2B10,-0.029282669
UGT2B11,0.032344425
