Gene,positivePosteriorProb,negativePosteriorProb,FDR
VTI1A,0.194377821,0.618675933,0.023892056
VTI1B,0.108019361,0.254422825,0.283081595
WBP11,0.719601725,0.840938496,0
WDFY2,0.027018171,0.074993215,0.72382619
WDFY3,0.069131385,0.218894363,0.367482134
WDPCP,0.026139622,0.068983871,0.746853769
WDR11,0.100903835,0.372635499,0.191919409
WDR16,0.027720483,0.084969783,0.689515471
WDR18,0.025974246,0.067864621,0.75137843
WDR24,0.028773016,0.08714293,0.678964816
WDR25,0.274587343,0.760036203,0
WDR31,0.105001773,0.262160925,0.278631154
WDR3,0.030657115,0.263362225,0.360251833
WDR45,0.023797188,0.100909868,0.652281147
WDR48,0.030690243,0.116046947,0.597500137
WDR49,0.027768365,0.139199651,0.55299964
WDR59,0.019337977,0.048922336,0.782465665
WDR6,0.026191122,0.068575881,0.747980427
WDR78,0.069717562,0.163006351,0.444714283
WDR7,1,0.551923295,0
WDTC1,0.036233875,0.125415592,0.564497101
WFDC2,0.032087579,0.15636754,0.513859916
WFIKKN1,0.032956781,0.115117497,0.594277195
WIPI1,0.032730844,0.140323214,0.541159677
WIPI2,0.026216459,0.070130713,0.742888038
WSB1,0.036421435,0.211809878,0.421482872
WSB2,0.029235607,0.092957813,0.659285744
WWP1,0.021319471,0.070863434,0.756314926
WWP2,0.132901665,0.283602116,0.237732848
XBP1,0.026594111,0.07427988,0.727408132
XKR9,0.035927987,0.23470698,0.390307837
XPNPEP1,0.475449072,0.87793249,0
XPNPEP2,0.293744036,0.098128978,0.255247161
XPNPEP3,0.02712704,0.083513985,0.695851644
XPOT,0.027155788,0.086351044,0.686895247
XRCC6BP1,0.038859176,0.191508487,0.448133624
XRRA1,0.02700811,0.077854607,0.714221991
XXYLT1,0.026670199,0.076782413,0.718892661
YBX1,0.530520812,0.608646734,0
YIF1A,0.028407141,0.09090736,0.668212978
YIPF1,0.025564862,0.06151891,0.769446677
YIPF2,0.027037199,0.077918364,0.714022835
YIPF3,0.032730561,0.250799087,0.373795619
YIPF5,0.066881714,0.844173838,0.005691119
YIPF6,0.045866561,0.334763401,0.266699573
YKT6,0.340958965,0.6230206,0.000948753
YME1L1,0.023810516,0.12784348,0.586987177
YOD1,0.026852592,0.079247202,0.710299399
ZBTB40,0.028376112,0.086401599,0.682769357
ZBTB5,0.026310307,0.072651971,0.733795924
ZC3H7A,0.030690973,0.142618516,0.54049692
ZC3H7B,0.024510105,0.125227796,0.59053542
ZCCHC7,0.026296738,0.071609604,0.737389637
ZCWPW1,0.025659679,0.062139931,0.767917852
ZDHHC15,0.050833822,0.389467948,0.217476363
ZDHHC17,0.026175892,0.070383733,0.742110205
ZDHHC2,0.028140487,0.097965873,0.648250032
ZDHHC3,0.027211618,0.082446746,0.698843362
ZDHHC8,0.025764711,0.063495252,0.764298312
ZER1,0.030517068,0.142102515,0.542059708
ZFAND2A,0.028238813,0.09974247,0.642931192
ZFAND2B,0.019680247,0.048056828,0.782775049
ZFAND3,0.027750471,0.077433241,0.71320428
ZFAND4,0.026525803,0.077053188,0.718424331
ZFAND5,0.025169654,0.110345302,0.623277043
ZFAND6,0.170254523,0.449941227,0.098733811
ZFC3H1,0.027394575,0.089212524,0.676702943
ZFP36,0.026460696,0.07520514,0.725023145
ZFP69B,0.026395808,0.073342555,0.731192063
ZFPL1,0.025878246,0.065150954,0.759479373
ZFYVE16,0.025622132,0.062100006,0.768072906
ZGPAT,0.020549251,0.062372756,0.775504343
ZIC3,0.068248709,0.158138322,0.45296112
ZMPSTE24,0.025970026,0.066624442,0.755120216
ZNF146,0.022799576,0.101541217,0.653188103
ZNF330,0.043273585,0.182796956,0.453771175
ZNF436,0.019616686,0.05280402,0.780571257
ZNF443,0.035354869,0.193178181,0.449691561
ZNF473,0.023044178,0.055369122,0.777599345
ZNF598,0.028263003,0.089034169,0.674372258
ZNF609,0.04613117,0.198185886,0.427544205
ZNF645,0.025499004,0.060625535,0.771122079
ZNF708,0.026768447,0.075597772,0.722815069
ZNF85,0.042508781,0.209988472,0.416526215
ZNFX1,0.026470818,0.075446051,0.72425412
ZNRD1,0.047247903,0.290611699,0.305842592
ZNRF1,0.019207563,0.048483765,0.782813717
ZNRF2,0.036825691,0.216696478,0.415169649
ZNRF3,0.016411507,0.036218059,0.787482483
ZNRF4,0.025988617,0.066089592,0.756561379
ZRANB1,0.027032942,0.075772477,0.720965874
ZRANB3,0.040113773,0.089314801,0.639280828
ZSCAN18,0.062012382,0.1564498,0.464745517
ZSWIM2,0.032349297,0.172816433,0.484806086
ZYX,0.063327929,0.254057787,0.328475607
AAAS,0.038764622,0.210923393,0.419427124
AASDH,0.026550376,0.071667304,0.736303666
ABCA8,0.098834625,0.539533468,0.088939769
ABCB4,0.028941016,0.096592141,0.650234362
ABCC12,0.041434661,0.172161363,0.471924522
ABCD3,0.026113851,0.067222812,0.75285437
ABCF1,0.326002951,0.621020523,0.001952708
ABCF2,0.027634577,0.088516752,0.678198992
ABHD10,0.057910764,0.242962079,0.351395346
ABHD11,0.025694921,0.062961001,0.765792902
ABHD6,0.029583815,0.130222446,0.568894752
ABHD8,0.250454705,0.49000803,0.044630988
ABR,0.051583314,0.225868966,0.380921955
ACAD9,0.026719006,0.078327653,0.713659825
ACAP1,0.405030148,0.106805955,0.16058265
ACBD3,0.98617487,0.993365234,0
ACBD5,0.025824031,0.064650694,0.761065919
ACBD6,0.030332499,0.102066621,0.631516686
ACER3,0.113100464,0.473264546,0.116194483
ACN9,0.026962225,0.069660706,0.741849479
ACOT11,0.028584791,0.087225569,0.679358156
ACOT12,0.083973021,0.190660292,0.385185623
ACOT1,0.029434705,0.107137787,0.620804471
ACOT9,0.029747011,0.133294011,0.561125139
ACOX2,0.029183663,0.111150691,0.611167971
ACOX3,0.42515151,0.117743365,0.141654891
ACOXL,0.061292194,0.460743761,0.156916512
ACSBG2,0.030918799,0.132448498,0.56074637
ACSF2,0.025982331,0.066462071,0.755476681
ACSM3,0.034588512,0.156584611,0.508065051
ACSM5,0.027645442,0.078136048,0.711585605
ACSS3,0.020832882,0.0766459,0.73874812
ACTBL2,0.028126288,0.095648857,0.654686592
ACTC1,0.025351675,0.058620344,0.774344574
ACTG2,0.029276984,0.105388748,0.625307549
ACTL7A,0.042347978,0.306561206,0.295656003
ACTL7B,0.033971045,0.271971391,0.34523844
ACTL8,0.04584168,0.612001155,0.079088599
ACTN1,0.030894918,0.147912029,0.53008979
ACTN2,0.028376382,0.09439821,0.657546944
ACTN3,0.075608377,0.648546566,0.049465591
ACTN4,0.1967801,0.881393164,0
ACTR10,0.984002527,0.894113274,0
ACTR1B,0.034917408,0.135773911,0.545442047
ACTRT1,0.260552002,0.94947076,0
ACTRT2,0.057127965,0.261894527,0.326597758
ACTRT3,0.026471467,0.072754045,0.732895306
ADAP2,0.724650506,0.202910707,0.003863167
ADARB2,0.028248083,0.08582246,0.685037659
ADD2,0.192516569,0.063442988,0.411904639
ADD3,0.027717441,0.193870302,0.460676092
ADIPOQ,0.027386184,0.079224101,0.708502687
ADIPOR1,0.044818779,0.241394507,0.370224389
ADIPOR2,0.02868169,0.108118791,0.619818917
ADO,0.298902813,0.107446447,0.245669945
ADSL,0.028447974,0.162598117,0.508277517
ADTRP,0.083247842,0.368616288,0.208196632
AGK,0.037527975,0.136854281,0.538799682
AGMAT,0.025281419,0.058060156,0.775089972
AGPAT3,0.023609546,0.086348745,0.697966585
AGPAT5,0.054410522,0.240736285,0.359223787
AGPAT9,0.024036993,0.099487647,0.655281413
AGPS,0.035107303,0.125052997,0.567909646
AGR2,0.028333693,0.082350285,0.695680773
AGTRAP,0.050513916,0.353228087,0.247811245
AHI1,0.025597551,0.061917719,0.768598152
AIF1L,0.032971265,0.168186298,0.491102126
AIM2,0.026157745,0.069787643,0.744103425
AKAP17A,0.032926662,0.15696247,0.510529996
AKR1B15,0.030307773,0.129121579,0.569668519
AKR7A2,0.125758653,0.80949306,0.003088751
ALDH8A1,0.027435928,0.072774314,0.729427301
ALG10B,0.056982467,0.222957466,0.378646888
ALG11,0.115958324,0.183821883,0.353112088
ALG13,0.028913329,0.10212498,0.635399515
ALG1,0.021938502,0.082969833,0.714095294
ALG3,0.034840548,0.124180571,0.570438823
ALG5,0.039186784,0.31494343,0.29103204
ALG8,0.079650218,0.355962892,0.222026223
ALG9,0.027688529,0.087550798,0.681377733
ALKBH1,0.047595521,0.250480735,0.355729634
ALKBH4,0.025464529,0.060277634,0.771770504
ALKBH7,0.261269827,0.848702211,0
AMOTL2,0.034404958,0.205927574,0.432685916
AMPH,0.08239428,0.296332683,0.269416807
ANGPTL4,0.286290515,0.288887699,0.122100782
ANGPTL6,0.043355511,0.230357454,0.386357285
ANK2,0.118104393,0.180688173,0.35455496
ANKFY1,0.029022003,0.125466921,0.58058719
ANKRD13C,0.037455063,0.127011363,0.558127173
ANKRD26,0.026637827,0.064407123,0.759445308
ANO10,0.027516499,0.090525342,0.671893076
ANP32A,0.032474156,0.196713793,0.448775733
ANP32E,0.028636207,0.084730051,0.687309246
ANXA10,0.028369051,0.090954201,0.668186121
AOX1,0.027583509,0.074642679,0.723097842
AP1S2,0.213608019,0.931400689,0
AP4M1,0.027709557,0.082360803,0.697546714
AP5M1,0.03188357,0.103840204,0.622793132
APMAP,0.027664617,0.078929794,0.708617057
APOBEC3G,0.033968958,0.143822888,0.532431021
APOBR,0.030256785,0.133789299,0.55911399
APOL2,0.047831204,0.160816679,0.479869943
APOL3,0.034605255,0.126921224,0.564762007
APOL5,0.028445209,0.098793874,0.645121768
APOL6,0.0850039,0.765673132,0.01499239
APOLD1,0.039888614,0.193306697,0.443968568
APOM,0.032669118,0.187946571,0.461634697
APOO,0.030074929,0.152138806,0.523485054
APOPT1,0.030917536,0.103440274,0.626330785
ARAP3,0.055462983,0.281133581,0.307382376
ARF5,0.030238333,0.135318732,0.556082281
ARFGAP1,0.032455477,0.175225384,0.481073859
ARFGAP2,0.028247402,0.090637532,0.669336263
ARHGAP10,0.030935855,0.104319087,0.624018477
ARHGAP17,0.079997567,0.633185228,0.053505356
ARHGAP1,0.539908663,0.093723144,0.091455209
ARHGAP21,0.032933985,0.131906066,0.557466352
ARHGAP24,0.026600215,0.075621589,0.723164272
ARHGAP32,0.026856793,0.081270698,0.703548698
ARHGAP39,0.024774681,0.127745259,0.584974793
ARHGAP44,0.025603473,0.061846857,0.768680276
ARHGAP5,0.033141062,0.09483023,0.642963656
ARHGAP8,0.031353041,0.287829998,0.326307934
ARHGEF11,0.299283728,0.971810115,0
ARHGEF15,0.022850038,0.099072294,0.660232243
ARHGEF16,0.057855574,0.668089076,0.04880026
ARHGEF17,0.156961961,0.314777688,0.192924983
ARHGEF18,0.021714561,0.067941091,0.763215403
ARHGEF19,0.033026465,0.149763083,0.522627593
ARHGEF1,0.023113469,0.080357513,0.718771448
ARHGEF28,0.127097162,0.177836841,0.346856396
ARHGEF37,0.029775699,0.123539475,0.583366376
ARHGEF38,0.026782695,0.078401937,0.713186018
ARHGEF3,0.03292615,0.125151647,0.572779837
ARHGEF4,0.312339541,0.095295988,0.244235552
ARHGEF5,0.068299996,0.482687602,0.135871959
ARHGEF9,0.03491536,0.264454961,0.353768863
ARID4A,0.027686891,0.079791381,0.705741098
ARID4B,0.169913486,0.495852858,0.075909163
ARL11,0.143693722,0.614902863,0.039139719
ARL14,0.030901601,0.115106548,0.599412054
ARL15,0.06980077,0.266456916,0.308301934
ARL17A,0.027424026,0.08740239,0.682482738
ARL5C,0.03279764,0.106446008,0.613643434
ARL6IP5,0.033819194,0.1682098,0.489795447
ARL6,0.660918591,0.252111481,0.005260452
ARMC10,0.029811096,0.123437821,0.583556354
ARMC1,0.027945523,0.080462638,0.702607118
ARMC4,0.077863197,0.533787027,0.102618477
ARMS2,0.026805574,0.06601223,0.754343031
ARPC5L,0.021886859,0.09458725,0.677078673
ARRB1,0.039638517,0.338575999,0.270091695
ARRB2,0.032666394,0.155801887,0.513791118
ARV1,0.027005224,0.077404106,0.715748306
ARVCF,0.275799245,0.045609022,0.324708782
AS3MT,0.360740544,0.531342524,0.008347016
ASAH2,0.038011518,0.325055082,0.281932627
ASAP2,0.025539249,0.061019795,0.770358411
ASMTL,0.033553469,0.118350332,0.586381218
ASPHD2,0.036232325,0.153016089,0.512132946
ASXL2,0.2341511,0.282044667,0.158637359
ATAD1,0.090500023,0.953388561,0
ATAD3A,0.100313667,0.872400014,0.000543813
ATAD3B,0.224349252,0.620049353,0.016763418
ATCAY,0.029690707,0.117689784,0.595918871
ATL2,0.026225716,0.069321523,0.745409365
ATP10D,0.062780065,0.632869726,0.062311655
ATP13A3,0.094126074,0.396681769,0.176993142
ATP1A2,0.025609459,0.061553175,0.769324473
ATP2A3,0.028156445,0.102187931,0.637133461
ATP5E,0.07000894,0.356961164,0.229490269
ATP5L2,0.029417664,0.100023322,0.639214204
ATP5SL,0.114391147,0.599960402,0.052604747
ATP5S,0.035961231,0.161001696,0.497605399
ATP7B,0.030990838,0.12753352,0.571715066
ATP8B1,0.019889241,0.059425155,0.777290797
ATP8B2,0.50848302,0.117234597,0.096007156
ATPAF1,0.055126304,0.337436949,0.254186311
ATPIF1,0.026548086,0.072626469,0.733015871
ATXN2,0.026620658,0.064455126,0.759399872
ATXN7,0.021329508,0.070121093,0.75838309
AUH,0.027112253,0.086461875,0.686710782
AZI2,0.070792836,0.228332385,0.35403115
B3GALT1,0.018991055,0.044197923,0.785159323
BAALC,0.042587508,0.209678952,0.416734344
BAIAP3,0.033740727,0.174263445,0.480753329
BANF1,0.026893858,0.182641743,0.478417255
BARX2,0.02792792,0.085466152,0.687240341
BBS1,0.059942581,0.843504965,0.007035047
BCAN,0.033162879,0.12952057,0.562310313
BCAP29,0.029784556,0.16087331,0.509125128
BCAR3,0.022198437,0.094247863,0.677178683
BCKDHA,0.08724794,0.584039599,0.072950568
BCKDHB,0.027894726,0.086053282,0.685504805
BCO2,0.025687516,0.062941825,0.765856422
BDH2,0.056394982,0.300060377,0.288133974
BFSP1,0.059303042,0.338994771,0.251531248
BFSP2,0.025814837,0.06358559,0.76397483
BICD2,0.031249166,0.124706743,0.577417374
BIN2,0.029089615,0.117570903,0.597718561
BLID,0.099845502,0.722920221,0.021555945
BLOC1S1,0.041415431,0.159453339,0.491332033
BLOC1S5,0.145450172,0.718919812,0.012958838
BMS1,0.953149383,0.282686876,0
BOLA1,0.035594045,0.188534319,0.456628798
BOLA3,0.036245872,0.129289353,0.556137835
BPIFA1,0.029181944,0.097300398,0.647215247
BPIFB1,0.02694965,0.069035234,0.743915382
BPIFB2,0.025758623,0.063282612,0.764877657
BRD8,0.028279293,0.086101478,0.684026885
BRI3BP,0.041081166,0.482779077,0.155194457
BRK1,0.026198824,0.06866116,0.747709688
BSN,0.040978856,0.129301123,0.546205674
BTAF1,0.039333862,0.149836811,0.512479591
BTF3,0.162445393,0.958358718,0
BVES,0.018578337,0.059162591,0.777908139
BZRAP1,0.021108401,0.069244153,0.761366619
C10orf10,0.162955694,0.263422124,0.230044869
C10orf113,0.026247643,0.068783073,0.747178917
C10orf2,0.036439263,0.205562166,0.430721243
C10orf35,0.029694804,0.123157019,0.584361555
C10orf53,0.027631401,0.088002799,0.680116472
C11orf73,0.03034942,0.096258987,0.646742225
C12orf10,0.096408473,0.307369682,0.247633285
C12orf49,0.026647047,0.077155914,0.717674166
C12orf65,0.017855733,0.043665257,0.785681818
C14orf119,0.049314366,0.156114907,0.484490643
C14orf159,0.020132188,0.049642039,0.781788716
C14orf166,0.038059813,0.156645903,0.501736144
C14orf2,0.03627335,0.154988503,0.507923299
C15orf38-AP3S2,0.23461492,0.662129794,0.007736789
C15orf48,0.027826139,0.09786796,0.649710246
C15orf61,0.039748712,0.228140417,0.392837305
C15orf62,0.112913912,0.316094448,0.22819568
C16orf58,0.057633845,0.493734194,0.135648287
C16orf62,0.02604247,0.066701627,0.754546944
C16orf70,0.054162018,0.224807928,0.379845892
C17orf85,0.142460797,0.348761579,0.17594657
C17orf89,0.027198213,0.071291036,0.735293574
C19orf10,0.143618166,0.734037946,0.010826312
C19orf43,0.237554505,0.904897805,0
C19orf70,0.052698002,0.242348197,0.359481004
C1GALT1,0.09281206,0.510627462,0.108517855
C1QBP,0.030517164,0.149669025,0.527203434
C1orf21,0.027561458,0.074178477,0.724843671
C20orf197,0.027188768,0.080884189,0.703708188
C20orf24,0.035059256,0.13231834,0.552093195
C21orf33,0.027245256,0.072519068,0.731099973
C2CD5,0.176210568,0.920598801,0
C2orf43,0.069603496,0.170487659,0.433077124
C2orf47,0.03153034,0.092999856,0.652553848
C3orf52,0.027443199,0.072207011,0.731574807
C4BPA,0.030559596,0.143291632,0.539710651
C5orf63,0.030082193,0.134947452,0.557135122
C6,0.066304367,0.268225827,0.310435659
C6orf136,0.035199957,0.154457031,0.511298306
C6orf203,0.028638892,0.090950493,0.667106826
C6orf25,0.089581099,0.14636349,0.439541254
C6orf57,0.028616107,0.099875235,0.641724685
C7orf10,0.028193978,0.101618312,0.638311724
C8A,0.027776927,0.089170812,0.675264225
C8B,0.036798437,0.174675143,0.474988015
C8orf82,0.180647461,0.217257584,0.251708211
C9,0.037472149,0.408931305,0.211312873
C9orf91,0.040735175,0.261890224,0.348733474
CABP1,0.03242915,0.104144367,0.620766697
CABS1,0.048654183,0.301324537,0.294226092
CACFD1,0.038772325,0.131706071,0.545736105
CADPS2,0.021198962,0.067060148,0.766751677
CADPS,0.026971035,0.080065974,0.707140307
CALB1,0.026848093,0.077524044,0.715873038
CALCOCO1,0.022479163,0.090273381,0.689357627
CALD1,0.027922709,0.09991719,0.64328789
CALU,0.026175117,0.067389166,0.75213162
CAP1,0.029118754,0.174665928,0.486924414
CAP2,0.320100572,0.462098208,0.032283639
CAPRIN2,0.030208354,0.102305411,0.631235263
CAPZA1,0.584446383,0.081863124,0.075454194
CAPZA2,0.031627303,0.125881918,0.574139184
CAPZA3,0.090597751,0.498228633,0.115288926
CARKD,0.031815359,0.120918955,0.584550462
CASQ1,0.590322816,0.918266784,0
CASQ2,0.346116119,0.264726817,0.103301439
CAV3,0.032687924,0.124932793,0.573838038
CBR4,0.032714004,0.180556755,0.472340834
CBX2,0.037882851,0.228674925,0.394663048
CBX7,0.068774858,0.357744808,0.22986015
CCDC136,0.358864032,0.112544211,0.193326683
CCDC151,0.027523396,0.087700934,0.68149831
CCDC19,0.02945151,0.091781357,0.661907498
CCDC3,0.02869424,0.077160092,0.711307329
CCDC51,0.897480398,0.971284277,0
CCDC53,0.032655705,0.178547888,0.475398882
CCDC58,0.027564197,0.083882949,0.693610928
CCDC88A,0.180730313,0.187833768,0.277137015
CCDC90B,0.048863722,0.226724913,0.38389106
CCDC92,0.120333315,0.90116803,0
CCDC93,0.027598073,0.089939778,0.673936913
CCL3L1,0.028170446,0.096887948,0.651368344
CD14,0.031876967,0.13353971,0.55630441
CD1B,0.225575634,0.595309055,0.022265539
CD300E,0.030083629,0.123402792,0.582985756
CD302,0.600251002,0.503268968,0
CD320,0.030195953,0.115074937,0.600660133
CD3EAP,0.022518839,0.122164294,0.601729134
CD48,0.401243348,0.085698337,0.18092977
CDC42EP1,0.965212082,0.507961206,0
CDC42EP2,0.021489979,0.078445244,0.730452932
CDC42EP3,0.031929598,0.11932206,0.587730182
CDC42EP4,0.027489851,0.082151049,0.698947287
CDC42EP5,0.098001033,0.322676596,0.23500038
CDC42SE1,0.026465621,0.142852246,0.547840931
CDH12,0.210377149,0.089481985,0.352717071
CDH3,0.041530569,0.193151486,0.442094499
CDK5RAP1,0.02938441,0.104794099,0.626984662
CDKAL1,0.063777354,0.339856233,0.247989079
CDS2,0.029367138,0.108722819,0.615964724
CDV3,0.485694221,0.091305726,0.120514476
CDY1,0.02563294,0.062637064,0.766709746
CDY2A,0.025693777,0.063467875,0.764642087
CDYL,0.028378881,0.08844107,0.675771073
CECR1,0.038335545,0.10409627,0.606476718
CEP170B,0.028350982,0.091231489,0.667133924
CEP89,0.050247913,0.165997711,0.468741993
CERCAM,0.028670672,0.09522151,0.654328485
CERS4,0.042968607,0.177957756,0.460937814
CERS5,0.126820512,0.161373846,0.367231515
CES2,0.040183128,0.188888601,0.449142383
CGNL1,0.041915519,0.657959841,0.059606281
CGN,0.027625817,0.0929583,0.664007105
CH25H,0.19248842,0.16124148,0.291672482
CHCHD10,0.032169393,0.139805474,0.543431342
CHCHD1,0.026892591,0.078873013,0.711622653
CHCHD2,0.028700736,0.090594643,0.668239832
CHCHD3,0.126378391,0.207709272,0.311042443
CHCHD4,0.022501056,0.099952467,0.658419169
CHCHD5,0.030768519,0.127527914,0.572273609
CHCHD6,0.027336469,0.081396114,0.701596644
CHCHD7,0.481941044,0.082016922,0.128430961
CHD6,0.026999865,0.078945292,0.710916509
CHD7,0.041713814,0.228943307,0.390192511
CHDH,0.366346987,0.06510973,0.226151809
CHGB,0.582227731,0.102876712,0.067044618
CHIC1,0.078184831,0.275589436,0.291352468
CHMP1A,0.028764072,0.119279755,0.59441091
CHMP1B,0.026212557,0.068561472,0.747903156
CHMP2B,0.031989249,0.140173485,0.542955383
CHPF2,0.033024234,0.155110128,0.514409464
CHPT1,0.027103822,0.081884928,0.700863454
CHRDL2,0.025430044,0.059709669,0.772721061
CHRD,0.026175017,0.069846524,0.743807754
CHTF18,0.070626444,0.262294828,0.312403682
CISD1,0.02982893,0.093080711,0.657225719
CISD2,0.042600725,0.142875198,0.518220194
CISD3,0.041733718,0.593394001,0.090311746
CLCA1,0.031131504,0.402455649,0.223532149
CLCN5,0.02505924,0.076534361,0.725251128
CLDN8,0.027655567,0.077587662,0.713021516
CLEC2L,0.037874207,0.185858166,0.457249326
CLIC1,0.160247281,0.151790861,0.335457793
CLINT1,0.060527282,0.508865404,0.12527704
CLIP1,0.084378242,0.247288703,0.313909434
CLNS1A,0.053580893,0.671905635,0.049021982
CLSTN2,0.027077964,0.070015365,0.739975694
CMC1,0.036807135,0.169908127,0.482907584
CMC2,0.047110616,0.253869842,0.351130323
CMC4,0.153162281,0.149378872,0.348867239
CMPK2,0.03158868,0.11076513,0.606890313
CNIH1,0.494377097,0.534453495,0
CNIH4,0.13200667,0.325987111,0.202507819
CNN1,0.030229178,0.114822999,0.601088499
CNN2,0.030634183,0.130865947,0.564973627
CNNM4,0.026719171,0.065656287,0.75565442
CNTLN,0.044415323,0.181524862,0.453950743
COA4,0.233620243,0.392550784,0.095779807
COA5,0.026613305,0.070988873,0.738363928
COA6,0.027048957,0.080591537,0.705251081
COBLL1,0.030421073,0.171155763,0.490488175
COG1,0.995991929,0.341940872,0
COG8,0.999340221,0.581672669,0
COL14A1,0.027881057,0.081270635,0.700331003
COLGALT1,0.035421421,0.159410752,0.501370639
COMMD10,0.03260242,0.164172342,0.49797743
COPZ2,0.105109955,0.385499794,0.177618619
COQ10A,0.026449094,0.072320531,0.734495642
COQ10B,0.033707346,0.118560934,0.585632648
COQ2,0.033028757,0.192306982,0.454667796
COQ3,0.039791226,0.297786363,0.306151306
COQ4,0.045422802,0.138957287,0.519833278
COQ5,0.028617269,0.116174141,0.601473168
COQ7,0.28089964,0.24844415,0.151081796
CORO1B,0.120601343,0.166412996,0.368732036
CORO1C,0.022803667,0.080989637,0.717709178
CORO2B,0.022374019,0.097459615,0.666482069
CORO7,0.057888049,0.750898141,0.024994549
COTL1,0.030578485,0.108486769,0.613762256
COX10,0.038138008,0.39091697,0.227824901
COX11,0.376981698,0.876020629,0
COX14,0.02504139,0.070275384,0.746121245
COX16,0.045892872,0.234107317,0.378526715
COX17,0.032228364,0.133342695,0.556026709
COX18,0.055559423,0.297146809,0.292471349
COX20,0.033084799,0.145288211,0.530788928
COX4I2,0.02907295,0.096198262,0.650909704
COX6B2,0.024412656,0.074926334,0.732638665
COX7A2L,0.776985545,0.473926986,0
COX7A2,0.027955382,0.076757017,0.71478122
COX7B2,0.019268986,0.055012283,0.779770812
COX8C,0.026771155,0.076564629,0.719410469
CPED1,0.071682152,0.491323509,0.128656354
CPLX3,0.028305337,0.103636354,0.632671909
CPNE1,0.034146228,0.136765535,0.545088617
CPNE2,0.030807426,0.176850975,0.481313908
CPNE3,0.025099115,0.106300265,0.634369821
CPNE4,0.243151079,0.071237684,0.331490374
CPNE6,0.034293902,0.297467963,0.313759254
CPOX,0.02817153,0.071998305,0.729474154
CPSF1,0.926646139,0.979568395,0
CPSF4,0.99473686,0.998563634,0
CREB3L1,0.230297914,0.376277451,0.1058052
CREB3L3,0.420151955,0.073108655,0.175107049
CREG2,0.065216802,0.420919416,0.181753933
CRIPAK,0.717162523,0.816698873,0
CRIPT,0.58183221,0.377473138,0.001322251
CRLS1,0.029715493,0.119368245,0.592168701
CRY1,0.033426238,0.250012266,0.374040089
CRY2,0.024640637,0.082620283,0.706365165
CRYM,0.021605979,0.070383528,0.75685391
CSGALNACT1,0.02246689,0.084269484,0.708216246
CSMD1,0.022922884,0.101970228,0.65188636
CSRP3,0.035994041,0.286768121,0.323251154
CST6,0.038107497,0.137104973,0.537579253
CSTF3,1,0.916534716,0
CTNNAL1,0.026987987,0.077849062,0.714294319
CTPS2,0.053262523,0.149238019,0.489100765
CTTNBP2NL,0.03066387,0.107230976,0.616510447
CTTNBP2,0.026219062,0.070882915,0.739919589
CTU1,0.026017191,0.0671651,0.753377583
CTU2,0.02631116,0.071880822,0.736478251
CWH43,0.867363171,0.172844662,0
CXADR,0.512769328,0.096054953,0.104213134
CXCL16,0.026259737,0.070629485,0.740854844
CXCL1,0.22858277,0.550857676,0.03366973
CXXC4,0.025937025,0.066550747,0.755417362
CXorf23,0.030560811,0.134961026,0.55619337
CYB5D2,0.12666017,0.673425584,0.027432174
CYB5R2,0.225499655,0.13015584,0.289425624
CYB5R4,0.076324691,0.355254419,0.22577927
CYBA,0.028459991,0.077646509,0.710280642
CYFIP1,0.028176075,0.107258551,0.623536984
CYFIP2,0.039904629,0.174286082,0.471340746
CYLC1,0.031214593,0.102912264,0.627057126
CYLC2,0.035426303,0.143401054,0.53002612
CYP20A1,0.438825281,0.853403262,0
CYP26B1,0.064850513,0.424869417,0.179277894
CYP27A1,0.027170081,0.081274893,0.702546741
CYP27C1,0.023389453,0.112274027,0.622979429
CYP2W1,0.030332522,0.130236783,0.566971139
CYP39A1,0.028666147,0.099856042,0.641528104
CYP3A43,0.143613371,0.502119367,0.084583547
CYP4F11,0.030829015,0.093303948,0.65351919
CYP4F12,0.02340787,0.094986432,0.670739695
CYP4F22,0.027080313,0.191772533,0.464315914
CYP4F2,0.133349215,0.414200554,0.138326135
CYP4F3,0.096653215,0.441380704,0.144742835
CYP4F8,0.040343632,0.406545417,0.210924076
CYP7A1,0.027592713,0.081963908,0.699175576
CYP7B1,0.027282971,0.075146938,0.72253153
CYTH1,0.031073833,0.171805754,0.488248448
CYTH4,0.06894099,0.745372214,0.023343751
D2HGDH,0.029877429,0.133339948,0.560962865
DAAM1,0.026615197,0.172422201,0.493771423
DAGLA,0.063121892,0.340832456,0.247276891
DAOA,0.064822524,0.622969906,0.066143118
DAZAP1,0.982887896,0.994951593,0
DAZAP2,0.032069939,0.131254826,0.560800516
DBN1,0.025964189,0.067423818,0.752683372
DBT,0.027244971,0.083375525,0.695894322
DCAF5,0.075486868,0.4499715,0.15411614
DCAKD,0.556041661,0.046181235,0.109193609
DCSTAMP,0.054897021,0.27266041,0.317645488
DCTN5,0.031347122,0.134793148,0.554519466
DCTN6,0.051357381,0.215100383,0.395003923
DDHD1,0.052000673,0.305310981,0.287161331
DDRGK1,0.026081097,0.067950587,0.750631394
DDT,0.120984331,0.16299784,0.373183223
DDX19A,0.027668625,0.081825006,0.699320632
DDX19B,0.992344017,0.983565267,0
DDX1,0.024315758,0.099653829,0.654149074
